user_id,article_id,article_rating
2352,1833,10
2277,111,1
642,37,5
505,657,9
842,2138,4
243,1466,7
2190,1833,3
2491,462,7
1433,111,8
2330,2480,1
1459,1424,7
1900,111,4
1213,111,10
188,669,1
2401,331,2
2113,2216,5
2464,2138,4
962,111,7
946,111,10
2439,331,2
1305,111,1
1821,2138,6
1584,1461,8
1903,1534,8
1185,1543,7
1701,43,4
1241,2138,6
1525,111,7
417,243,1
266,111,5
2228,331,9
1409,1176,8
1696,2314,5
2999,2029,9
471,873,4
662,111,1
1410,111,3
1251,2405,10
1930,1877,6
671,1848,5
987,111,3
2807,662,3
1732,111,1
2582,331,2
2059,1408,7
1379,1264,3
1771,921,7
876,2138,1
1055,2544,1
800,109,2
2789,1833,10
2647,930,5
1269,1706,7
2306,217,3
1552,2435,2
2763,715,6
675,2365,4
2807,290,8
1406,2053,1
171,452,9
998,111,1
1264,74,10
2280,331,6
2027,1250,4
2607,528,6
2255,1273,7
71,2138,4
464,1525,2
2353,2314,9
844,1408,9
215,1987,10
2714,1766,3
429,2722,2
1551,803,7
1138,1676,3
287,442,6
2122,1142,10
2639,1609,5
345,111,10
1587,16,3
557,1157,6
662,761,3
2413,111,10
238,624,5
2647,2263,1
1801,1204,4
412,2709,10
997,2685,10
2570,2138,1
433,2130,9
2363,1984,7
2780,71,3
1771,111,8
2921,1436,2
127,668,6
1449,1534,5
348,111,4
1556,111,5
1815,2206,7
817,331,5
1269,182,5
2384,111,10
1562,756,9
2355,456,8
1227,2138,1
1433,2690,10
2918,572,1
544,826,2
142,57,1
802,2138,6
130,2322,6
212,809,4
956,952,7
494,111,3
1547,1243,4
397,111,1
549,465,1
2741,1712,8
666,54,1
712,111,8
2910,1665,1
2302,111,5
2564,692,8
2300,249,1
548,1281,8
2928,338,9
1700,2138,10
1817,1205,5
1949,622,6
1884,763,8
211,1856,5
131,111,6
123,1089,10
2675,2564,1
2333,1170,3
1822,600,3
2790,2055,8
646,1021,8
414,1723,2
282,331,8
435,1114,6
1005,1285,1
848,1016,8
1653,2138,4
789,2561,8
1000,111,8
920,1595,6
2643,2552,1
501,1150,5
622,111,5
2955,906,5
1378,331,10
530,111,1
1302,1033,3
1340,111,4
95,111,4
2359,1344,7
690,2314,3
1765,2138,2
175,601,2
1050,111,9
1380,111,1
2155,875,3
1518,839,2
813,331,2
1461,611,2
960,2403,8
807,986,5
456,943,4
1505,111,5
2059,2314,8
1390,1833,10
997,1020,8
1487,2457,5
1538,35,6
1318,1694,5
502,111,8
2807,646,1
882,111,3
1114,1608,10
398,709,10
1899,576,5
2683,1007,4
1501,111,10
1140,2176,4
2610,2314,3
1379,111,10
217,356,2
1518,1929,4
1497,111,1
1795,111,9
308,111,3
435,1111,6
1269,1284,1
591,1797,7
2169,1007,6
2807,1631,4
552,1480,3
2151,111,6
2270,1856,3
984,1347,8
2605,1405,4
441,111,10
2476,1118,10
2761,2314,2
1636,692,5
1950,9,10
2370,850,9
1546,2701,1
995,1109,1
628,1033,10
871,544,4
2476,766,4
2305,989,4
296,111,2
1565,111,5
1179,1872,5
2672,2314,3
158,2638,6
2323,2174,3
446,2683,4
742,1841,8
118,1072,4
1575,1417,8
2032,1177,3
446,2143,10
2888,1309,1
902,1408,8
1631,1825,7
2802,111,9
1728,2297,8
1919,111,10
2051,141,2
2803,2138,9
242,1773,1
1750,298,8
41,1707,1
701,111,10
2087,111,2
1488,387,5
1902,1833,4
2124,2138,3
381,823,5
1046,111,6
2368,2314,4
1302,68,10
2497,802,10
2939,2314,1
2932,1435,2
875,1072,8
2832,838,6
1790,236,1
1801,63,10
2285,665,4
856,2314,5
435,377,3
1865,111,9
2853,2283,7
2905,2218,3
2476,158,5
837,111,2
959,1408,9
2541,980,4
309,817,7
913,2459,6
1234,1648,2
1367,111,3
566,111,8
2118,1637,3
123,790,9
2264,118,2
2840,554,1
599,111,9
33,265,7
791,1230,6
661,111,9
1553,1781,7
1829,2216,4
1027,1300,1
1825,1697,4
2541,817,9
560,217,5
313,111,1
2379,534,9
402,331,4
1054,111,6
1946,1565,4
1916,628,5
1480,2095,9
2706,1346,10
1499,908,4
2807,666,2
896,1841,8
2379,111,3
334,2138,9
12,216,8
2010,2464,2
1809,111,5
403,1833,5
135,1712,5
1109,1911,1
1062,346,5
544,1843,1
1421,608,3
2312,953,7
2264,851,10
2507,2314,10
364,626,6
2169,1322,1
1576,2164,8
2762,111,6
426,310,9
2732,111,8
2827,1981,3
527,1833,10
2058,111,7
406,111,1
2020,581,8
1333,2549,7
2470,1682,7
1910,1146,5
391,1127,7
3,2399,4
1379,32,1
1030,111,7
1838,1924,9
1366,1659,7
2563,2371,5
1686,111,6
1161,1144,7
249,1712,6
2608,726,7
2686,2138,5
1947,1015,6
606,507,1
544,336,3
949,111,3
655,331,8
849,2355,7
619,129,10
113,111,5
960,1050,8
423,111,7
316,224,2
2233,467,10
356,2281,1
631,111,2
673,111,10
1816,1541,9
1462,2509,5
393,855,7
1306,2456,10
2832,1795,3
2800,111,3
1409,2138,2
135,111,10
191,638,9
2526,441,10
2231,1164,2
2804,2231,6
2027,111,4
725,1408,8
1819,111,8
1699,585,7
1269,300,2
2706,1159,5
1912,535,5
1974,111,7
1187,331,7
343,111,6
126,2373,9
2689,2693,4
2702,111,1
826,507,6
2925,1166,9
2103,1834,6
223,740,7
2620,1217,10
1978,2725,1
493,1776,6
2145,2138,7
1568,1977,9
2196,300,9
1374,1419,4
2168,111,4
2054,111,7
2611,279,8
984,2138,3
151,562,3
836,1712,6
2260,740,2
734,2571,6
1070,2314,4
2853,634,1
1877,914,3
2023,2639,8
834,2166,6
529,1937,3
175,1712,1
2539,908,10
2169,854,8
826,1033,2
1946,2143,6
1545,870,3
6,128,10
1072,617,5
1244,322,3
1670,1526,9
844,1809,1
2888,1712,9
763,2138,3
450,111,9
16,393,6
393,2339,7
10,1833,4
2616,1258,8
1851,111,7
999,111,2
2807,855,4
932,1833,7
916,2514,6
1316,2138,6
255,2637,7
372,2138,8
511,445,3
868,1228,5
974,2138,7
516,1523,2
2151,530,3
1470,299,1
1644,1063,2
2665,1007,1
1463,111,9
1334,2103,3
353,2138,9
628,428,4
2932,1374,9
1379,2138,1
1963,172,8
1651,1045,5
546,919,6
884,2692,2
2684,111,9
181,111,3
2774,1034,9
95,2262,10
2729,111,3
1615,2419,5
310,268,7
852,2484,4
888,2138,9
260,111,6
1168,111,3
811,159,1
2807,1312,6
871,28,1
864,111,8
135,145,3
1330,2497,1
1542,2569,2
33,2138,5
580,1958,9
2496,1534,10
2939,1347,8
881,111,5
2580,1959,6
472,1249,6
2195,2218,3
1022,1329,2
1688,1692,6
2858,1877,2
1217,1062,5
148,655,2
1977,111,3
1210,2405,1
826,547,3
1047,1725,9
997,1278,1
1324,2314,7
89,111,9
1744,111,5
1718,992,8
648,111,6
2110,1904,4
2742,111,6
2510,624,10
298,2314,7
581,1833,2
2858,2138,2
124,2314,10
285,112,9
1570,111,6
1647,1712,8
2847,111,5
2932,436,7
2535,2138,3
1388,2508,1
2207,337,8
342,2124,10
2107,111,6
2916,1440,7
1912,2247,9
2539,1195,2
2754,861,1
133,525,5
678,1344,6
524,1000,1
826,485,10
488,878,1
746,2275,9
2728,111,6
597,111,4
1752,1712,4
2331,2073,1
2968,2138,4
1561,1551,2
2055,1175,3
1532,11,7
413,1255,7
933,2329,8
1459,111,9
2517,567,1
1513,2384,9
2830,2138,6
2925,111,2
865,111,6
679,2365,4
2602,111,2
938,2138,1
1224,404,8
2222,268,2
1275,111,8
977,1712,1
969,2009,4
2807,953,4
27,152,3
1070,1426,3
1035,2423,4
1687,1500,10
611,111,7
2798,2314,4
2031,111,2
917,111,8
2837,2537,2
2797,1833,1
488,2716,6
977,1833,3
2481,1237,9
1379,347,10
2616,1960,7
2519,1712,8
2012,939,10
2640,1557,5
1617,1408,1
739,111,6
1259,111,5
1337,2041,8
114,657,8
1269,818,5
722,111,9
1644,2138,10
1071,1594,9
1218,420,7
288,331,9
1031,1408,8
2697,795,9
1934,2506,10
613,2147,2
2391,2325,2
868,111,4
970,656,9
1804,1226,3
2795,2721,2
1269,163,5
2389,1973,5
992,2161,2
2604,256,2
1095,2138,4
1544,1041,9
108,111,6
806,111,6
1339,980,4
1828,1126,5
1499,736,8
1106,111,1
56,967,7
2971,1164,9
166,111,9
2789,313,9
2680,111,6
1876,2316,7
1814,331,2
2400,174,6
2280,385,1
1430,111,9
1356,111,4
1628,111,6
352,1534,2
2069,76,3
2939,1244,9
1168,2432,7
589,331,2
2969,2138,10
1887,1201,9
1521,2358,2
2665,968,9
1636,2641,10
1798,1767,10
1834,1408,2
1330,523,8
2206,1976,6
2378,1281,5
1488,1971,4
941,574,9
233,291,8
1782,1069,10
783,306,9
1673,2355,7
2634,411,3
186,111,1
2472,331,6
1572,452,9
2616,1833,2
1269,1282,7
2280,1834,8
1602,925,5
2500,913,1
1570,1707,4
1730,1990,8
2533,2138,3
1713,2138,4
15,186,10
2505,111,6
2807,835,1
2947,111,5
1209,2092,8
399,2698,7
1782,331,5
2571,2695,9
2282,2338,9
1122,813,6
690,695,8
871,1307,6
1020,1027,9
1536,234,6
1023,340,10
2876,2065,4
253,1833,10
274,2614,2
828,584,9
1376,1156,6
462,1640,2
902,111,3
1365,1194,4
2643,524,7
1367,840,10
2596,111,5
2511,111,9
2199,2417,5
2480,2274,9
2325,2034,8
2724,2066,8
2732,2432,8
2609,111,8
32,111,3
2397,1446,4
2483,2456,1
693,331,3
47,317,8
1086,1952,1
2169,259,2
2332,111,5
1094,111,6
1852,111,9
2476,53,3
382,766,6
1617,2138,6
1072,111,10
2803,116,4
2139,1282,2
548,2000,5
2605,1202,5
2410,111,7
409,111,7
1905,111,5
460,111,2
670,111,2
1633,331,7
1098,2138,3
1269,396,5
648,625,1
1217,2637,10
1201,827,7
1247,1579,4
48,472,1
1146,608,9
1422,1012,9
1699,81,2
2576,950,10
1584,1708,2
1602,2667,10
2184,111,9
1159,1833,5
2807,3,5
42,111,8
1503,111,10
834,111,7
2762,64,4
2807,95,8
2606,1833,7
418,111,9
1139,111,2
1580,111,8
2616,1631,1
2664,507,5
1309,1565,6
1063,1833,10
2217,1871,5
1237,803,1
1514,312,4
2939,111,6
2747,797,3
456,984,7
291,352,6
2183,780,1
160,2057,7
605,567,8
1965,974,7
2532,931,4
1847,1326,6
2860,1601,7
2271,2296,7
1029,1919,10
1273,126,6
705,2637,1
774,111,1
1092,1520,10
2476,399,6
1732,896,7
2110,1511,6
2544,1668,7
2318,1175,9
113,2314,2
435,757,8
2757,2138,3
1597,1953,7
22,782,1
2,928,6
1605,1460,6
719,111,5
1089,336,5
2875,1455,4
1423,205,9
2856,75,7
1553,561,5
2807,1558,7
147,600,3
871,60,2
1623,977,1
1926,2050,4
2224,1766,9
2169,147,1
1608,11,5
1286,1763,5
977,144,1
263,1277,3
2464,487,6
219,1815,3
2220,923,7
50,111,2
532,2138,7
1504,111,2
2254,1273,2
2285,204,7
339,1914,6
2288,2523,5
112,1359,2
1650,1616,9
2476,24,8
1673,111,10
2692,1144,10
1623,1080,7
1260,1770,7
2995,1166,2
213,840,3
1813,1200,8
736,2599,3
1712,1014,2
258,2314,10
2169,227,1
1130,111,4
871,1191,9
76,111,8
924,828,5
2864,2439,2
1272,2499,2
256,111,10
494,2015,8
2694,111,9
1627,111,4
657,2665,4
1415,1714,10
2648,535,7
406,2745,3
287,1392,8
416,1346,4
2890,1873,5
522,1833,1
2749,404,6
2582,1085,5
447,2551,5
1269,1170,2
2683,2078,5
2888,436,8
333,1412,5
2594,1984,2
1269,484,7
2476,501,5
1754,2138,2
1262,2138,5
1435,2373,2
658,1534,7
2888,1707,2
2593,86,1
321,1986,5
2312,2034,4
2334,275,5
2133,593,6
2649,833,2
1145,2437,2
1379,1061,6
2899,1225,8
2152,2029,5
959,1426,7
550,331,8
2476,1758,7
1069,1072,7
2862,60,6
2634,840,6
733,1807,9
88,111,3
841,571,7
255,1113,1
1146,1707,5
2513,1796,2
1875,111,8
426,111,9
1382,1066,4
609,1302,1
1439,111,4
1638,2314,6
2510,1414,8
742,2148,3
2327,1336,2
579,331,6
947,1682,4
2869,1293,6
1839,1843,7
1143,1629,10
482,784,1
143,2204,10
2169,1495,1
1345,2138,9
2328,111,6
1206,2155,1
933,1308,2
860,111,5
231,780,5
1057,111,1
2716,1056,5
1508,111,6
578,745,5
2118,689,2
58,2314,9
103,1243,7
1942,111,3
1642,1671,9
1863,1146,10
478,1246,6
13,411,8
156,1816,3
1895,2148,2
2901,2627,1
1295,111,7
2222,563,7
2663,145,7
2955,2732,2
1211,291,3
2881,1946,10
2280,1707,3
2364,342,1
515,111,10
584,111,6
2515,111,2
715,2702,7
690,111,2
1409,1712,8
1352,2138,9
1063,667,1
12,911,5
1142,1099,10
1179,685,6
834,1408,7
2919,321,8
654,595,2
252,452,1
1930,877,1
1273,2314,6
43,111,5
436,2445,2
1791,331,9
1140,1833,8
1126,111,3
2421,1220,10
1457,543,2
1924,1897,2
135,553,6
1710,331,6
1138,429,10
1522,111,1
318,740,2
445,1837,3
2535,144,5
971,1806,6
992,2138,8
2561,111,1
577,1020,8
1601,1769,7
2169,390,5
955,4,3
2476,714,7
2216,111,9
291,875,7
2629,111,1
2053,1143,4
2242,2138,8
67,152,6
651,111,10
1874,610,7
380,111,10
1974,2356,10
375,331,8
1294,1487,9
1217,1320,6
1379,1229,3
2180,2643,1
1899,2198,9
2050,111,1
621,2138,7
1762,1735,9
2124,1788,9
618,823,6
112,111,8
2169,2184,6
411,111,1
2405,266,5
135,2382,9
2730,2552,1
453,256,4
871,169,5
1096,1072,8
711,861,5
600,111,8
2594,837,5
1639,1707,3
995,2138,4
1207,1354,5
2566,35,8
305,1712,10
2658,1996,5
546,111,8
62,2333,10
2290,2314,4
2563,1017,9
2451,111,7
2260,660,9
2124,1738,6
695,1435,6
881,2183,10
653,1087,6
2872,111,9
790,1874,6
1599,853,9
2109,2138,3
44,1762,5
2728,1881,1
846,229,10
410,1377,6
2202,1227,2
971,800,3
2398,193,7
865,1864,6
1701,514,9
858,2729,2
1153,693,8
1829,111,8
1742,331,10
735,530,7
287,2138,3
2254,1796,8
2429,1665,10
1255,331,4
2597,111,2
882,2248,5
2440,173,6
2897,209,1
2561,603,10
322,1148,7
876,2763,2
2628,111,6
826,2371,2
1424,1249,5
1411,1045,8
2027,250,4
587,111,5
2415,111,1
23,1253,4
2022,679,6
1663,1193,3
826,927,8
2288,1706,6
997,1833,9
120,2098,8
2841,1323,10
1822,1033,2
2892,111,5
2241,1798,1
1754,1074,3
1379,1833,4
1406,1019,1
1509,1859,4
2215,733,7
1570,213,1
159,1340,10
2995,1309,2
2713,111,3
1199,2279,3
959,823,4
1512,111,6
12,2,7
874,966,4
1640,2516,1
1334,1112,7
2026,1935,10
435,1707,10
1009,111,2
2136,2314,9
2100,746,1
479,1707,3
2218,1958,2
690,312,10
2571,111,10
1548,2138,5
2929,111,6
661,139,7
871,1534,4
436,2656,1
1324,111,5
103,322,4
1751,389,10
1596,95,10
1170,1980,7
1898,2138,8
2799,2546,10
277,1735,1
1639,111,4
749,111,10
2301,2138,10
2464,2749,4
968,2138,10
2709,2617,1
1099,2138,1
2839,764,5
285,111,5
1661,728,3
544,1707,9
508,111,6
1359,659,5
2476,1116,9
1117,364,6
1061,1679,4
1610,1176,3
2012,2464,2
1393,2612,10
2014,1266,2
2422,2138,7
175,258,10
105,2138,9
2525,1553,9
1602,1248,1
1289,2463,5
1093,507,2
2037,111,9
1949,111,2
1923,111,2
318,335,10
135,1341,9
20,585,4
1450,751,1
115,331,9
1300,2414,6
988,111,5
1257,712,7
512,111,6
942,1967,10
1489,2147,9
435,367,8
544,1701,4
400,2138,3
555,1731,8
2608,331,3
2669,754,5
2573,1176,5
1473,1818,6
413,1992,6
564,2043,7
795,1833,3
2820,1069,2
2572,242,7
2224,37,3
2752,2284,1
1409,452,3
276,111,2
2185,1712,7
2169,569,10
2087,1833,6
2075,1375,9
2716,697,9
2273,1778,7
2625,1565,7
919,2138,8
742,709,9
1368,2456,10
2886,2560,10
2413,246,3
2807,1167,3
634,111,10
497,265,2
474,330,2
2164,294,7
1177,1551,2
2748,111,2
2566,17,2
2378,759,1
2685,344,9
653,111,9
1523,111,10
1482,1806,3
33,331,8
1196,2314,5
2117,111,6
2438,2154,8
1181,111,9
2572,1833,7
1570,1239,5
840,1617,1
1119,419,2
2476,1217,1
785,1519,9
1137,973,10
2028,917,2
1858,1115,10
1280,1833,10
2538,2745,8
2476,529,7
914,923,1
11,1833,3
2128,331,9
2030,1884,8
1988,111,7
1569,2593,9
2217,111,4
1663,1454,5
439,1833,3
2476,1251,2
875,536,6
1134,1344,7
1694,2645,6
1561,2314,9
450,2262,8
1256,377,7
1553,111,10
1217,1167,4
1992,371,10
1856,1408,2
2689,402,8
1352,1833,5
140,509,3
826,18,4
156,2438,3
2183,279,6
645,1713,10
680,2054,1
855,111,5
2808,1838,5
2375,1508,4
657,165,4
1113,2517,3
1624,1771,4
1299,111,8
2493,1408,6
920,1983,4
2476,1109,10
2476,1195,4
1314,820,10
1455,2124,4
218,111,5
725,254,7
1386,111,9
2138,111,9
2667,111,3
1043,785,10
1061,1529,6
2764,2053,4
2665,982,1
2573,111,2
2097,801,10
634,2314,6
2151,1707,1
2815,2686,7
126,855,10
377,2371,10
2344,2292,1
2121,111,2
891,200,6
58,268,1
1090,1154,5
2929,512,1
86,478,7
831,2138,3
1316,342,9
710,1058,4
1062,2314,6
759,2138,9
458,2014,3
2151,1399,1
2514,1296,3
2206,1227,10
1249,40,6
2333,111,8
2663,111,9
2632,1833,3
540,1901,10
1218,270,9
2576,2314,9
2807,194,7
2629,332,10
611,1408,4
1906,207,1
67,394,2
741,1159,10
2617,2087,8
372,331,5
1100,2076,4
1904,111,4
2667,2202,7
623,745,4
898,724,10
690,268,8
468,111,5
2464,228,5
287,613,7
1965,111,3
2396,1176,10
1181,1240,7
909,111,3
414,1701,4
2805,2017,6
62,2314,9
2513,111,10
844,159,4
147,1700,9
1137,111,7
2807,1298,4
211,2147,4
2945,2581,4
2632,317,6
2790,2138,1
2939,331,3
1840,2637,9
1723,2314,3
2058,908,9
389,2766,1
526,160,6
1672,2144,1
1633,1073,9
327,111,2
618,111,6
2585,83,9
67,729,10
1962,625,1
2476,559,10
1570,404,10
935,2763,7
17,2333,1
1374,876,10
2878,1234,9
432,1126,9
1769,111,4
1555,111,7
922,2338,6
1528,408,9
2555,307,8
2223,111,9
2562,111,9
1756,631,9
2616,2314,6
1161,432,8
1088,111,6
2476,864,10
696,2741,5
2032,1353,8
2902,1401,5
682,111,2
631,2523,5
338,1889,1
2280,926,6
439,1657,9
1135,1551,7
1748,317,10
2383,2684,7
87,1932,7
306,2346,3
609,483,2
2030,1331,4
2484,929,7
2829,536,4
1269,285,3
2766,639,2
2978,111,2
11,111,5
2159,1833,8
21,1726,10
1086,991,3
2061,1509,3
609,2643,3
2929,2138,10
2207,525,5
2399,1485,1
1059,2138,8
320,908,7
2968,482,9
2064,2138,6
1128,2467,2
2132,111,7
2962,187,3
1462,673,5
1269,1495,7
390,111,10
935,2646,1
1980,111,1
1973,908,2
2892,1859,9
2986,1555,6
1226,2138,4
359,1448,5
2261,567,8
1325,111,7
1351,1281,3
475,382,10
126,2495,9
2327,111,4
995,2617,5
608,2380,4
2692,964,9
962,1098,1
2670,111,5
1331,866,1
871,626,1
400,1534,5
1999,1281,1
122,111,8
2386,1602,2
1151,1135,2
1442,2451,5
1752,2352,7
77,452,10
2255,52,3
914,1033,7
2677,2235,7
2200,1833,3
2717,736,7
1001,945,10
1300,2138,2
964,331,3
435,1833,6
2700,1041,7
2219,111,4
2565,1189,6
50,1476,4
1458,1833,6
2940,476,2
1367,2377,10
1200,1833,1
298,1408,10
2416,1541,7
1217,2098,9
18,2350,5
1866,2008,10
2464,1153,10
909,2138,10
1568,49,7
933,872,9
181,750,7
2714,675,10
513,1808,1
1217,1833,9
135,331,9
923,1880,9
298,466,1
2915,1816,10
33,1408,8
1192,111,4
2641,845,8
1369,2314,2
405,279,5
1540,111,1
1015,111,6
1357,331,9
1603,1747,3
1902,2738,2
1146,2637,7
136,1189,8
2124,331,5
2833,111,3
1635,1479,8
746,835,4
1635,111,9
1269,2039,4
2389,111,9
1486,1833,4
1943,941,1
1306,961,7
2171,22,7
410,491,1
2807,993,8
1570,1135,7
2182,111,6
1260,2347,8
637,2054,4
2807,1020,1
1417,111,6
1866,707,10
1371,820,2
1100,1544,6
1006,111,6
2251,2138,3
1997,111,8
2686,1656,5
1633,536,9
606,1712,2
871,2138,8
6,2138,6
566,2752,4
2888,908,4
705,1204,5
2411,1237,4
871,1061,2
2604,648,6
549,1946,4
1080,2138,7
2607,1970,9
317,111,7
277,472,4
2169,331,10
2083,111,9
8,69,8
627,742,4
2894,2492,7
727,2637,8
2377,1328,9
942,2499,7
405,111,6
1155,1513,3
113,281,6
160,2377,4
634,1408,6
968,1010,10
1394,331,5
2526,111,1
1696,111,9
1140,2138,6
1688,2746,1
1814,1623,7
2221,111,6
1917,1139,10
231,111,5
1769,2164,7
2991,742,3
1010,502,6
1265,689,10
1021,2766,5
1135,111,5
1305,79,5
2031,2314,9
1014,774,8
728,25,5
73,2637,6
333,2335,3
108,625,9
1300,376,5
627,1408,6
540,111,6
1888,1919,4
2392,2138,10
1369,1712,2
1614,494,6
1863,727,10
372,980,2
1871,2314,9
2288,1086,8
425,111,7
2280,1833,5
1407,1731,9
1317,1997,10
2157,2610,4
1361,1107,3
1350,470,4
2658,1110,2
1892,111,9
65,111,4
1283,1275,4
437,1401,10
2796,111,9
2350,111,4
123,832,9
2897,1833,6
241,111,1
1411,2138,8
766,111,8
1306,1627,5
1518,2136,6
1645,162,8
438,351,8
637,1408,8
2526,2168,3
318,1985,6
47,2191,3
1099,288,2
1698,2138,3
2944,1505,9
1507,1380,5
1950,331,7
615,45,10
1837,111,9
1988,2138,1
391,1408,10
1265,389,5
509,111,3
2623,1004,10
229,1515,6
275,564,5
96,463,9
813,811,8
1251,2109,8
1291,111,7
2665,507,1
2334,1298,5
1556,1100,1
1056,111,9
192,794,5
277,865,4
2604,240,7
1585,111,10
1369,111,8
1269,1853,5
2807,1834,8
2516,1087,10
1719,1833,7
2562,2410,6
1710,545,2
1308,253,10
1845,331,10
753,1370,3
1884,111,7
2814,111,6
637,111,1
2042,324,6
976,2314,7
252,2637,9
1269,511,3
2271,2138,5
2847,2506,2
2807,447,8
1931,1408,2
283,1060,4
710,925,5
2312,2222,10
464,1386,10
1929,1761,3
1027,111,9
1970,171,2
1269,833,1
983,111,3
1611,111,10
1269,2637,3
933,908,9
1040,829,2
833,231,8
1052,34,2
2264,2384,3
1508,1503,9
2658,1161,2
334,1891,9
281,1306,10
2129,1469,2
2229,263,8
1639,331,5
1010,1672,9
2257,2023,5
1336,331,7
1362,1390,4
2730,2736,5
2642,481,3
1490,1887,1
2139,1333,4
646,1909,9
1725,331,6
2760,2138,5
1362,111,5
2113,888,4
1832,111,6
2476,761,4
1227,728,5
405,1833,5
2218,111,8
2476,379,6
2210,111,4
283,936,10
294,111,1
920,2314,10
608,880,2
1468,452,10
1906,2138,10
1000,874,1
1020,424,3
1952,1072,8
1941,2314,8
1646,1536,2
933,331,1
2567,111,5
877,111,9
2643,111,9
1217,824,6
972,85,5
161,1406,8
2427,828,3
2068,111,8
2638,111,2
1323,111,3
1336,1334,6
1269,823,9
2204,1794,2
1420,1567,7
659,1343,7
2169,317,1
1630,1085,2
1377,12,6
871,1640,3
1996,2138,7
1206,1901,9
2689,360,1
2240,111,5
945,111,1
1820,801,6
1856,111,10
1209,103,10
1468,706,3
2527,255,9
2939,1016,9
172,111,4
498,1534,1
1746,2314,4
1933,638,7
1561,1833,2
357,111,5
1215,1925,3
1651,2570,6
535,111,6
242,2214,6
2015,111,9
2375,1269,6
832,1453,7
984,111,3
1075,111,6
2476,860,7
1551,111,9
1391,111,8
730,2165,10
826,2055,7
2633,111,6
2476,572,6
1700,1182,9
230,274,6
952,728,7
1436,328,5
2176,1783,3
2476,219,9
456,761,3
1168,1128,9
166,2036,6
2431,111,6
30,1408,4
2406,1980,10
1272,1773,9
2790,111,5
996,944,10
1254,1623,10
72,583,8
2585,276,3
2331,1552,3
1146,2614,4
2341,111,4
2316,1352,9
1939,2122,4
459,624,6
684,1712,7
691,111,3
74,331,9
1908,111,7
1124,1712,2
1350,111,4
2251,2314,8
352,111,9
783,1036,8
830,2312,5
973,2143,10
309,1821,5
1406,889,4
435,1060,7
676,586,6
447,2314,3
499,1065,10
986,2201,5
2807,1225,2
1433,2138,3
96,452,5
1606,1833,9
70,2281,9
2723,2138,6
246,111,4
1000,613,8
2067,111,1
716,2666,8
2347,437,9
2807,1549,5
743,1298,8
1424,1984,8
372,1833,3
1048,111,7
2624,1641,2
2206,1833,10
2260,946,9
1176,21,10
2169,576,2
1533,111,1
957,2678,9
39,1358,5
459,1992,8
914,1408,6
114,1806,7
781,126,5
1379,1245,9
1654,2723,9
618,645,2
549,1408,6
1536,111,10
1912,111,7
2405,1706,2
2286,111,2
2476,91,2
1992,2315,1
2861,1759,2
2807,1019,10
831,2637,3
1969,2449,2
646,124,5
2572,319,3
1459,1438,5
1861,2571,3
2555,2041,10
1685,188,6
768,1833,1
1456,1891,9
977,691,8
2807,1079,9
1269,317,2
2334,111,10
1379,1534,9
446,1070,5
391,1134,5
621,1833,5
1451,1543,8
2318,2019,10
1886,2188,3
1759,331,4
2483,1707,8
1409,345,8
2760,1680,5
1125,111,6
399,702,1
1282,2054,7
641,1636,8
1387,111,6
262,1992,9
2522,304,8
954,1543,10
1570,191,9
2279,1674,4
1613,695,6
2943,43,6
1465,111,6
1352,2637,2
2136,2033,3
544,2222,7
2133,942,2
2001,2728,1
850,1166,10
2586,1534,8
570,1833,4
671,345,7
2665,737,3
568,111,2
871,1013,3
2638,271,2
2091,573,8
1091,111,4
1468,2689,1
341,507,3
2344,1959,1
878,1878,1
2334,2488,4
2624,331,8
551,526,5
2133,74,4
1610,2138,8
2243,1510,8
2807,976,3
2124,2314,10
625,1821,3
974,1914,9
815,546,8
1526,1691,1
512,1631,3
2915,111,10
495,846,8
1767,733,6
167,111,2
558,111,10
972,1534,10
2773,2138,6
2807,964,6
776,1268,4
1808,1053,10
773,111,7
2378,944,1
826,1256,7
2708,111,1
508,1782,10
578,847,7
1095,1156,6
2443,5,6
2062,1540,7
1976,2348,5
2042,772,3
1621,948,2
2921,327,2
2578,2546,7
2582,1878,6
1406,111,2
2476,2267,3
336,111,5
2731,507,3
2789,2069,4
2434,111,7
2596,373,5
1478,1448,10
191,1760,9
135,532,8
2340,111,10
184,111,1
1954,111,6
2092,308,7
1168,2138,7
1648,2505,2
609,111,8
1710,1296,4
2351,1840,6
1468,111,9
1992,2017,6
2476,283,7
2665,1408,8
951,272,1
1497,1703,3
1973,2637,2
1168,947,2
2497,1707,8
2604,682,10
499,111,9
2808,1534,3
8,111,3
2106,111,4
1832,1873,4
1525,197,5
1269,640,9
572,2359,5
524,2697,1
1352,18,10
2145,2451,4
767,1241,3
2919,192,4
2789,747,7
1129,111,9
1352,809,7
981,281,10
435,2371,4
1634,1779,1
690,1707,10
826,161,5
1624,1707,3
1631,2748,5
1618,111,3
1090,111,4
1537,961,5
124,209,6
1491,2654,2
200,1833,7
2082,111,6
583,1833,9
2154,1681,7
977,1203,2
2509,111,4
1157,1882,5
1022,409,2
645,777,4
1590,2044,2
2011,683,3
1091,1453,7
1257,111,3
1664,1483,5
2583,111,8
2285,1796,4
624,1843,5
99,493,1
2169,1258,1
1042,1521,5
2710,2060,3
37,2138,2
2015,2036,5
304,440,9
1470,111,7
1089,88,1
